OrderID,ProductID,ProductName,ProductCategory,Month,DayOfTheMonth,PurchaseCity,QuantityOrdered,TotalRevenue
162069,2263,AA Batteries (4-pack),Batteries,3,15,Boston,1,3.84
162070,1249,27in FHD Monitor,Monitor,3,15,Los Angeles,1,149.99
162071,2765,USB-C Charging Cable,Charging Cable,3,30,Atlanta,1,11.95
162073,1358,Bose SoundSport Headphones,Headphone,3,23,San Francisco,1,99.99
162077,3486,AAA Batteries (4-pack),Batteries,3,22,New York City,1,2.99
162079,2459,Google Phone,Mobile Phone,3,24,Los Angeles,1,600
162080,2629,Apple Airpods Headphones,Headphone,3,24,Boston,1,150
162081,2264,Lightning Charging Cable,Charging Cable,3,26,Los Angeles,1,14.95
162083,4507,Wired Headphones,Headphone,3,27,Atlanta,1,11.99
162084,2181,iPhone,Mobile Phone,3,27,Los Angeles,1,700
162085,2264,Lightning Charging Cable,Charging Cable,3,24,San Francisco,1,14.95
162086,2459,Google Phone,Mobile Phone,3,18,New York City,1,600
162087,2459,Google Phone,Mobile Phone,3,18,Boston,1,600
162087,2765,USB-C Charging Cable,Charging Cable,3,18,Boston,1,11.95
162091,1358,Bose SoundSport Headphones,Headphone,3,18,Boston,1,99.99
162092,2388,Flatscreen TV,Monitor,3,18,Seattle,1,300
162092,3486,AAA Batteries (4-pack),Batteries,3,18,Seattle,1,2.99
162094,1039,ThinkPad Laptop,Laptop,3,21,Atlanta,1,999.99
162095,4507,Wired Headphones,Headphone,3,29,Seattle,1,11.99
162097,2388,Flatscreen TV,Monitor,3,28,New York City,1,300
162101,2458,Macbook Pro Laptop,Laptop,3,30,Seattle,1,1700
162102,4507,Wired Headphones,Headphone,3,31,New York City,1,11.99
162103,3486,AAA Batteries (4-pack),Batteries,3,18,Portland,1,2.99
162107,4507,Wired Headphones,Headphone,3,29,Austin,1,11.99
162108,2765,USB-C Charging Cable,Charging Cable,3,26,Los Angeles,2,23.9
162109,2264,Lightning Charging Cable,Charging Cable,3,25,New York City,1,14.95
162110,1445,20in Monitor,Monitor,3,15,Los Angeles,1,109.99
162112,1644,34in Ultrawide Monitor,Monitor,3,15,Boston,1,379.99
162113,1358,Bose SoundSport Headphones,Headphone,3,27,San Francisco,1,99.99
162114,2264,Lightning Charging Cable,Charging Cable,3,21,Atlanta,1,14.95
162115,2388,Flatscreen TV,Monitor,3,26,San Francisco,1,300
162120,2458,Macbook Pro Laptop,Laptop,3,15,Dallas,1,1700
162121,2765,USB-C Charging Cable,Charging Cable,3,20,Portland,1,11.95
162123,1358,Bose SoundSport Headphones,Headphone,3,13,San Francisco,1,99.99
162124,2458,Macbook Pro Laptop,Laptop,3,27,San Francisco,1,1700
162125,3959,27in 4K Gaming Monitor,Monitor,3,29,San Francisco,1,389.99
162126,2629,Apple Airpods Headphones,Headphone,3,17,Los Angeles,1,150
162127,2458,Macbook Pro Laptop,Laptop,3,25,San Francisco,1,1700
162128,2765,USB-C Charging Cable,Charging Cable,3,23,Seattle,1,11.95
162132,2263,AA Batteries (4-pack),Batteries,3,15,Boston,1,3.84
162135,2765,USB-C Charging Cable,Charging Cable,3,23,New York City,1,11.95
162136,2263,AA Batteries (4-pack),Batteries,3,28,San Francisco,1,3.84
162137,1358,Bose SoundSport Headphones,Headphone,3,14,New York City,1,99.99
162138,1445,20in Monitor,Monitor,3,19,Seattle,1,109.99
162139,1644,34in Ultrawide Monitor,Monitor,3,21,New York City,1,379.99
162144,2458,Macbook Pro Laptop,Laptop,3,24,San Francisco,1,1700
162148,2765,USB-C Charging Cable,Charging Cable,3,17,Los Angeles,1,11.95
162150,2263,AA Batteries (4-pack),Batteries,3,28,Boston,1,3.84
162151,1358,Bose SoundSport Headphones,Headphone,3,25,Dallas,1,99.99
162152,2264,Lightning Charging Cable,Charging Cable,3,24,Atlanta,1,14.95
162154,1039,ThinkPad Laptop,Laptop,3,30,Los Angeles,1,999.99
162155,2263,AA Batteries (4-pack),Batteries,3,28,Los Angeles,1,3.84
162157,2388,Flatscreen TV,Monitor,3,27,Boston,1,300
162158,2765,USB-C Charging Cable,Charging Cable,3,20,San Francisco,1,11.95
162159,4507,Wired Headphones,Headphone,3,30,Los Angeles,1,11.99
162161,4507,Wired Headphones,Headphone,3,30,Seattle,1,11.99
162161,3486,AAA Batteries (4-pack),Batteries,3,30,Seattle,2,5.98
162163,2388,Flatscreen TV,Monitor,3,25,Los Angeles,1,300
162168,1644,34in Ultrawide Monitor,Monitor,3,20,Boston,1,379.99
162170,4507,Wired Headphones,Headphone,3,16,San Francisco,2,23.98
162171,2264,Lightning Charging Cable,Charging Cable,3,16,New York City,1,14.95
162176,2629,Apple Airpods Headphones,Headphone,3,31,Atlanta,1,150
162177,1039,ThinkPad Laptop,Laptop,3,22,Los Angeles,1,999.99
162179,3486,AAA Batteries (4-pack),Batteries,3,25,Seattle,1,2.99
162180,2388,Flatscreen TV,Monitor,3,17,Los Angeles,1,300
162182,2459,Google Phone,Mobile Phone,3,19,Los Angeles,1,600
162184,2263,AA Batteries (4-pack),Batteries,3,23,San Francisco,1,3.84
162187,2459,Google Phone,Mobile Phone,3,16,San Francisco,1,600
162187,2765,USB-C Charging Cable,Charging Cable,3,16,San Francisco,1,11.95
162189,2181,iPhone,Mobile Phone,3,23,San Francisco,1,700
162189,2264,Lightning Charging Cable,Charging Cable,3,23,San Francisco,1,14.95
162189,3959,27in 4K Gaming Monitor,Monitor,3,23,San Francisco,1,389.99
162193,2264,Lightning Charging Cable,Charging Cable,3,14,San Francisco,1,14.95
162194,1249,27in FHD Monitor,Monitor,3,21,Austin,1,149.99
162195,3486,AAA Batteries (4-pack),Batteries,3,25,Boston,3,8.97
162196,2263,AA Batteries (4-pack),Batteries,3,24,Portland,1,3.84
162198,1358,Bose SoundSport Headphones,Headphone,3,16,San Francisco,1,99.99
162200,1445,20in Monitor,Monitor,3,15,San Francisco,1,109.99
162201,2629,Apple Airpods Headphones,Headphone,3,29,New York City,1,150
162202,1249,27in FHD Monitor,Monitor,3,28,New York City,1,149.99
162203,2765,USB-C Charging Cable,Charging Cable,3,21,San Francisco,1,11.95
162205,3486,AAA Batteries (4-pack),Batteries,3,27,San Francisco,3,8.97
162209,3486,AAA Batteries (4-pack),Batteries,3,18,Atlanta,1,2.99
162210,2765,USB-C Charging Cable,Charging Cable,3,19,San Francisco,1,11.95
162211,4507,Wired Headphones,Headphone,3,15,Seattle,1,11.99
162212,2765,USB-C Charging Cable,Charging Cable,3,31,Boston,2,23.9
162213,2263,AA Batteries (4-pack),Batteries,3,21,Seattle,1,3.84
162214,2263,AA Batteries (4-pack),Batteries,3,16,Seattle,1,3.84
162216,1039,ThinkPad Laptop,Laptop,3,20,Boston,1,999.99
162219,2629,Apple Airpods Headphones,Headphone,3,31,Boston,1,150
162222,1358,Bose SoundSport Headphones,Headphone,3,14,Boston,1,99.99
162223,3486,AAA Batteries (4-pack),Batteries,3,24,San Francisco,1,2.99
162224,1249,27in FHD Monitor,Monitor,3,23,Atlanta,1,149.99
162225,2263,AA Batteries (4-pack),Batteries,3,30,Dallas,2,7.68
162226,2263,AA Batteries (4-pack),Batteries,3,25,Boston,2,7.68
162227,2263,AA Batteries (4-pack),Batteries,3,30,San Francisco,3,11.52
162228,2264,Lightning Charging Cable,Charging Cable,3,14,San Francisco,1,14.95
162229,1249,27in FHD Monitor,Monitor,3,27,San Francisco,1,149.99
162230,2264,Lightning Charging Cable,Charging Cable,3,30,Los Angeles,1,14.95
162233,2458,Macbook Pro Laptop,Laptop,3,29,Seattle,1,1700
162236,4507,Wired Headphones,Headphone,3,28,Atlanta,1,11.99
162237,2264,Lightning Charging Cable,Charging Cable,3,23,New York City,2,29.9
162238,2263,AA Batteries (4-pack),Batteries,3,14,Dallas,1,3.84
162240,2264,Lightning Charging Cable,Charging Cable,3,30,Boston,1,14.95
162241,2458,Macbook Pro Laptop,Laptop,3,30,San Francisco,1,1700
162242,3486,AAA Batteries (4-pack),Batteries,3,14,Portland,1,2.99
162243,2264,Lightning Charging Cable,Charging Cable,3,15,San Francisco,1,14.95
162244,2459,Google Phone,Mobile Phone,3,23,San Francisco,1,600
162244,2765,USB-C Charging Cable,Charging Cable,3,23,San Francisco,1,11.95
162245,3486,AAA Batteries (4-pack),Batteries,3,17,San Francisco,1,2.99
162247,1249,27in FHD Monitor,Monitor,3,22,Austin,1,149.99
162248,4507,Wired Headphones,Headphone,3,14,San Francisco,1,11.99
162249,1358,Bose SoundSport Headphones,Headphone,3,27,New York City,1,99.99
162250,2388,Flatscreen TV,Monitor,3,16,Los Angeles,1,300
162251,1249,27in FHD Monitor,Monitor,3,29,San Francisco,1,149.99
162256,1445,20in Monitor,Monitor,3,15,New York City,1,109.99
162257,2263,AA Batteries (4-pack),Batteries,3,30,Atlanta,1,3.84
162258,1358,Bose SoundSport Headphones,Headphone,3,20,New York City,1,99.99
162259,3959,27in 4K Gaming Monitor,Monitor,3,14,New York City,1,389.99
162260,2629,Apple Airpods Headphones,Headphone,3,29,Seattle,1,150
162261,1358,Bose SoundSport Headphones,Headphone,3,24,Dallas,1,99.99
162264,2629,Apple Airpods Headphones,Headphone,3,13,Portland,1,150
162266,2263,AA Batteries (4-pack),Batteries,3,13,New York City,1,3.84
162267,1358,Bose SoundSport Headphones,Headphone,3,26,Dallas,1,99.99
162268,2264,Lightning Charging Cable,Charging Cable,3,30,Los Angeles,1,14.95
162271,2264,Lightning Charging Cable,Charging Cable,3,26,San Francisco,1,14.95
162272,2264,Lightning Charging Cable,Charging Cable,3,16,Los Angeles,1,14.95
162273,2459,Google Phone,Mobile Phone,3,20,New York City,1,600
162277,3959,27in 4K Gaming Monitor,Monitor,3,26,Seattle,1,389.99
162278,1358,Bose SoundSport Headphones,Headphone,3,23,Boston,1,99.99
162285,1249,27in FHD Monitor,Monitor,3,13,San Francisco,1,149.99
162286,2181,iPhone,Mobile Phone,3,25,New York City,1,700
162287,2459,Google Phone,Mobile Phone,3,30,Atlanta,1,600
162289,2765,USB-C Charging Cable,Charging Cable,3,18,Seattle,1,11.95
162290,3959,27in 4K Gaming Monitor,Monitor,3,13,Dallas,1,389.99
162295,3486,AAA Batteries (4-pack),Batteries,3,18,Seattle,1,2.99
162298,2263,AA Batteries (4-pack),Batteries,3,15,New York City,1,3.84
162301,2765,USB-C Charging Cable,Charging Cable,3,23,Austin,1,11.95
162304,2263,AA Batteries (4-pack),Batteries,3,20,San Francisco,1,3.84
162305,2181,iPhone,Mobile Phone,3,26,Dallas,1,700
162307,4507,Wired Headphones,Headphone,3,29,San Francisco,1,11.99
162308,1039,ThinkPad Laptop,Laptop,3,18,Portland,1,999.99
162309,2765,USB-C Charging Cable,Charging Cable,3,27,Boston,1,11.95
162311,1249,27in FHD Monitor,Monitor,3,29,Atlanta,2,299.98
162313,1039,ThinkPad Laptop,Laptop,3,25,San Francisco,1,999.99
162314,2264,Lightning Charging Cable,Charging Cable,3,22,Austin,1,14.95
162317,2263,AA Batteries (4-pack),Batteries,3,20,Los Angeles,1,3.84
162318,2264,Lightning Charging Cable,Charging Cable,3,13,San Francisco,2,29.9
162319,2765,USB-C Charging Cable,Charging Cable,3,14,Los Angeles,1,11.95
162320,2264,Lightning Charging Cable,Charging Cable,3,24,Boston,1,14.95
162322,2263,AA Batteries (4-pack),Batteries,3,23,Portland,1,3.84
162325,2181,iPhone,Mobile Phone,3,26,Los Angeles,1,700
162326,1358,Bose SoundSport Headphones,Headphone,3,30,San Francisco,2,199.98
162328,4507,Wired Headphones,Headphone,3,31,Dallas,1,11.99
162329,2765,USB-C Charging Cable,Charging Cable,3,26,Boston,1,11.95
162330,2458,Macbook Pro Laptop,Laptop,3,25,New York City,1,1700
162332,2388,Flatscreen TV,Monitor,3,20,Atlanta,1,300
162332,2388,Flatscreen TV,Monitor,3,20,Atlanta,1,300
162333,2263,AA Batteries (4-pack),Batteries,3,28,Atlanta,4,15.36
162334,3959,27in 4K Gaming Monitor,Monitor,3,31,San Francisco,1,389.99
162335,3486,AAA Batteries (4-pack),Batteries,3,22,Boston,1,2.99
162338,2181,iPhone,Mobile Phone,3,22,Los Angeles,1,700
162339,4507,Wired Headphones,Headphone,3,22,New York City,1,11.99
162340,3486,AAA Batteries (4-pack),Batteries,3,13,Portland,2,5.98
162341,2264,Lightning Charging Cable,Charging Cable,3,26,Boston,1,14.95
162342,2765,USB-C Charging Cable,Charging Cable,3,15,San Francisco,1,11.95
162344,3959,27in 4K Gaming Monitor,Monitor,3,24,San Francisco,1,389.99
162345,2765,USB-C Charging Cable,Charging Cable,3,28,San Francisco,2,23.9
162346,3486,AAA Batteries (4-pack),Batteries,3,30,New York City,2,5.98
162347,1644,34in Ultrawide Monitor,Monitor,3,31,Austin,1,379.99
162347,2264,Lightning Charging Cable,Charging Cable,3,31,Austin,1,14.95
162348,2765,USB-C Charging Cable,Charging Cable,3,18,New York City,1,11.95
162350,2629,Apple Airpods Headphones,Headphone,3,20,Atlanta,1,150
162351,2263,AA Batteries (4-pack),Batteries,3,22,Austin,3,11.52
162352,3486,AAA Batteries (4-pack),Batteries,3,24,Dallas,6,17.94
162352,1358,Bose SoundSport Headphones,Headphone,3,24,Dallas,1,99.99
162353,4507,Wired Headphones,Headphone,3,26,New York City,2,23.98
162356,2264,Lightning Charging Cable,Charging Cable,3,15,Dallas,1,14.95
162359,2264,Lightning Charging Cable,Charging Cable,3,23,New York City,1,14.95
162362,3486,AAA Batteries (4-pack),Batteries,3,17,Atlanta,1,2.99
162365,2629,Apple Airpods Headphones,Headphone,3,22,San Francisco,1,150
162367,2629,Apple Airpods Headphones,Headphone,3,23,Los Angeles,1,150
162373,2263,AA Batteries (4-pack),Batteries,3,18,New York City,1,3.84
162375,2264,Lightning Charging Cable,Charging Cable,3,25,Atlanta,1,14.95
162377,1039,ThinkPad Laptop,Laptop,3,20,Austin,1,999.99
162378,2264,Lightning Charging Cable,Charging Cable,3,24,Atlanta,1,14.95
162379,2264,Lightning Charging Cable,Charging Cable,3,31,Portland,1,14.95
162380,2264,Lightning Charging Cable,Charging Cable,3,20,Los Angeles,1,14.95
162381,2263,AA Batteries (4-pack),Batteries,3,31,Boston,1,3.84
162381,2181,iPhone,Mobile Phone,3,31,Boston,1,700
162382,2459,Google Phone,Mobile Phone,3,13,Los Angeles,1,600
162383,2765,USB-C Charging Cable,Charging Cable,3,23,New York City,1,11.95
162384,2181,iPhone,Mobile Phone,3,17,San Francisco,1,700
162385,4507,Wired Headphones,Headphone,3,24,Los Angeles,1,11.99
162387,1039,ThinkPad Laptop,Laptop,3,25,New York City,1,999.99
162388,2263,AA Batteries (4-pack),Batteries,3,30,San Francisco,1,3.84
162390,3486,AAA Batteries (4-pack),Batteries,3,30,Boston,2,5.98
162391,2181,iPhone,Mobile Phone,3,16,Dallas,1,700
162391,2629,Apple Airpods Headphones,Headphone,3,16,Dallas,1,150
162395,2765,USB-C Charging Cable,Charging Cable,3,16,San Francisco,1,11.95
162397,2263,AA Batteries (4-pack),Batteries,3,31,San Francisco,1,3.84
162399,2459,Google Phone,Mobile Phone,3,18,Austin,1,600
162403,2263,AA Batteries (4-pack),Batteries,3,21,Atlanta,1,3.84
162404,2388,Flatscreen TV,Monitor,3,30,San Francisco,1,300
162405,3486,AAA Batteries (4-pack),Batteries,3,27,Boston,1,2.99
162406,2459,Google Phone,Mobile Phone,3,15,Atlanta,1,600
162408,2459,Google Phone,Mobile Phone,3,24,Los Angeles,1,600
162408,4507,Wired Headphones,Headphone,3,24,Los Angeles,1,11.99
162409,2629,Apple Airpods Headphones,Headphone,3,17,San Francisco,1,150
162409,4507,Wired Headphones,Headphone,3,17,San Francisco,1,11.99
162411,3486,AAA Batteries (4-pack),Batteries,3,20,San Francisco,1,2.99
162412,2629,Apple Airpods Headphones,Headphone,3,22,New York City,1,150
162413,1644,34in Ultrawide Monitor,Monitor,3,18,Los Angeles,1,379.99
162414,2181,iPhone,Mobile Phone,3,17,Boston,1,700
162415,4507,Wired Headphones,Headphone,3,20,Austin,1,11.99
162416,4507,Wired Headphones,Headphone,3,30,New York City,1,11.99
162419,2765,USB-C Charging Cable,Charging Cable,3,21,Los Angeles,2,23.9
162420,2264,Lightning Charging Cable,Charging Cable,3,19,Dallas,1,14.95
162421,2263,AA Batteries (4-pack),Batteries,3,31,New York City,2,7.68
162422,2264,Lightning Charging Cable,Charging Cable,3,26,New York City,1,14.95
162425,3486,AAA Batteries (4-pack),Batteries,3,27,Los Angeles,2,5.98
162426,2765,USB-C Charging Cable,Charging Cable,3,17,San Francisco,1,11.95
162427,1249,27in FHD Monitor,Monitor,3,27,San Francisco,1,149.99
162428,4507,Wired Headphones,Headphone,3,15,Seattle,1,11.99
162429,2765,USB-C Charging Cable,Charging Cable,3,29,Portland,1,11.95
162430,2629,Apple Airpods Headphones,Headphone,3,25,San Francisco,1,150
162431,2629,Apple Airpods Headphones,Headphone,3,16,Portland,1,150
162433,2181,iPhone,Mobile Phone,3,29,Los Angeles,1,700
162434,2263,AA Batteries (4-pack),Batteries,3,15,Boston,1,3.84
162435,2765,USB-C Charging Cable,Charging Cable,3,14,Boston,1,11.95
162436,2629,Apple Airpods Headphones,Headphone,3,31,Austin,1,150
162437,2264,Lightning Charging Cable,Charging Cable,3,13,Los Angeles,1,14.95
162439,2765,USB-C Charging Cable,Charging Cable,3,13,San Francisco,1,11.95
162441,3486,AAA Batteries (4-pack),Batteries,3,27,Los Angeles,2,5.98
162443,2264,Lightning Charging Cable,Charging Cable,3,24,Seattle,1,14.95
162445,2629,Apple Airpods Headphones,Headphone,3,24,New York City,1,150
162446,1249,27in FHD Monitor,Monitor,3,28,New York City,1,149.99
162447,1644,34in Ultrawide Monitor,Monitor,3,17,Los Angeles,1,379.99
162451,2263,AA Batteries (4-pack),Batteries,3,22,Seattle,3,11.52
162453,3486,AAA Batteries (4-pack),Batteries,3,29,Atlanta,1,2.99
162455,1644,34in Ultrawide Monitor,Monitor,3,14,Seattle,1,379.99
162456,4507,Wired Headphones,Headphone,3,19,Atlanta,1,11.99
162460,1358,Bose SoundSport Headphones,Headphone,3,27,San Francisco,1,99.99
162462,2765,USB-C Charging Cable,Charging Cable,3,18,Portland,1,11.95
162463,2181,iPhone,Mobile Phone,3,26,Boston,1,700
162463,2264,Lightning Charging Cable,Charging Cable,3,26,Boston,1,14.95
162464,2181,iPhone,Mobile Phone,3,23,San Francisco,1,700
162466,2181,iPhone,Mobile Phone,3,30,Los Angeles,1,700
162467,4507,Wired Headphones,Headphone,3,30,Seattle,1,11.99
162468,2263,AA Batteries (4-pack),Batteries,3,18,Los Angeles,1,3.84
162469,1249,27in FHD Monitor,Monitor,3,30,Los Angeles,1,149.99
162473,4507,Wired Headphones,Headphone,3,23,Portland,1,11.99
162474,3486,AAA Batteries (4-pack),Batteries,3,21,San Francisco,1,2.99
162475,2264,Lightning Charging Cable,Charging Cable,3,29,Los Angeles,1,14.95
162476,2388,Flatscreen TV,Monitor,3,27,Atlanta,1,300
162477,2765,USB-C Charging Cable,Charging Cable,3,17,Atlanta,1,11.95
162478,2765,USB-C Charging Cable,Charging Cable,3,28,New York City,1,11.95
162479,3959,27in 4K Gaming Monitor,Monitor,3,15,Los Angeles,1,389.99
162480,2765,USB-C Charging Cable,Charging Cable,3,23,San Francisco,1,11.95
162481,3486,AAA Batteries (4-pack),Batteries,3,24,Los Angeles,3,8.97
162482,1644,34in Ultrawide Monitor,Monitor,3,23,Los Angeles,1,379.99
162485,2765,USB-C Charging Cable,Charging Cable,3,25,San Francisco,1,11.95
162488,2263,AA Batteries (4-pack),Batteries,3,30,San Francisco,1,3.84
162489,3959,27in 4K Gaming Monitor,Monitor,3,30,Seattle,1,389.99
162492,2181,iPhone,Mobile Phone,3,20,Seattle,1,700
162493,3486,AAA Batteries (4-pack),Batteries,3,23,San Francisco,1,2.99
162494,1249,27in FHD Monitor,Monitor,3,31,Los Angeles,1,149.99
162496,2263,AA Batteries (4-pack),Batteries,3,27,Atlanta,1,3.84
162497,2263,AA Batteries (4-pack),Batteries,3,22,San Francisco,2,7.68
162498,4507,Wired Headphones,Headphone,3,13,Austin,1,11.99
162499,2263,AA Batteries (4-pack),Batteries,3,28,New York City,3,11.52
162500,4507,Wired Headphones,Headphone,3,27,San Francisco,1,11.99
162501,1358,Bose SoundSport Headphones,Headphone,3,31,Boston,1,99.99
162502,2388,Flatscreen TV,Monitor,3,15,Boston,1,300
162505,1249,27in FHD Monitor,Monitor,3,13,Boston,1,149.99
162507,1445,20in Monitor,Monitor,3,18,San Francisco,1,109.99
162508,2181,iPhone,Mobile Phone,3,25,Seattle,1,700
162508,2264,Lightning Charging Cable,Charging Cable,3,25,Seattle,1,14.95
162510,2458,Macbook Pro Laptop,Laptop,3,13,Portland,1,1700
162511,4507,Wired Headphones,Headphone,3,17,Seattle,1,11.99
162517,4507,Wired Headphones,Headphone,3,16,Los Angeles,1,11.99
162520,2263,AA Batteries (4-pack),Batteries,3,24,New York City,1,3.84
162521,2388,Flatscreen TV,Monitor,3,30,Seattle,1,300
162523,4507,Wired Headphones,Headphone,3,26,San Francisco,1,11.99
162524,2263,AA Batteries (4-pack),Batteries,3,21,San Francisco,1,3.84
162526,4507,Wired Headphones,Headphone,3,30,Atlanta,2,23.98
162529,2181,iPhone,Mobile Phone,3,15,Seattle,1,700
162530,3486,AAA Batteries (4-pack),Batteries,3,24,Boston,1,2.99
162531,3959,27in 4K Gaming Monitor,Monitor,3,27,Atlanta,1,389.99
162532,3959,27in 4K Gaming Monitor,Monitor,3,25,Boston,1,389.99
162534,1358,Bose SoundSport Headphones,Headphone,3,29,Portland,1,99.99
162536,4507,Wired Headphones,Headphone,3,27,San Francisco,1,11.99
162537,2263,AA Batteries (4-pack),Batteries,3,16,New York City,2,7.68
162538,1644,34in Ultrawide Monitor,Monitor,3,22,Seattle,1,379.99
162539,2263,AA Batteries (4-pack),Batteries,3,31,San Francisco,1,3.84
162540,1358,Bose SoundSport Headphones,Headphone,3,20,San Francisco,1,99.99
162545,2459,Google Phone,Mobile Phone,3,23,San Francisco,1,600
162547,3959,27in 4K Gaming Monitor,Monitor,3,18,Los Angeles,1,389.99
162549,2458,Macbook Pro Laptop,Laptop,3,26,Portland,1,1700
162551,2181,iPhone,Mobile Phone,3,27,Boston,1,700
162554,2181,iPhone,Mobile Phone,3,29,Seattle,1,700
162554,4507,Wired Headphones,Headphone,3,29,Seattle,1,11.99
162555,2264,Lightning Charging Cable,Charging Cable,3,30,Seattle,1,14.95
162556,2388,Flatscreen TV,Monitor,3,31,San Francisco,1,300
162557,2181,iPhone,Mobile Phone,3,22,Atlanta,1,700
162557,2264,Lightning Charging Cable,Charging Cable,3,22,Atlanta,2,29.9
162559,4507,Wired Headphones,Headphone,3,21,Boston,1,11.99
162562,2263,AA Batteries (4-pack),Batteries,3,29,Austin,1,3.84
162564,2629,Apple Airpods Headphones,Headphone,3,19,Los Angeles,1,150
162565,2765,USB-C Charging Cable,Charging Cable,3,29,Dallas,1,11.95
162569,1644,34in Ultrawide Monitor,Monitor,3,27,New York City,1,379.99
162570,2264,Lightning Charging Cable,Charging Cable,3,17,Austin,2,29.9
162571,2263,AA Batteries (4-pack),Batteries,3,29,Los Angeles,1,3.84
162575,2181,iPhone,Mobile Phone,3,25,Los Angeles,1,700
162576,1358,Bose SoundSport Headphones,Headphone,3,21,Boston,2,199.98
162577,3486,AAA Batteries (4-pack),Batteries,3,19,Atlanta,1,2.99
162578,1358,Bose SoundSport Headphones,Headphone,3,20,Atlanta,1,99.99
162579,2263,AA Batteries (4-pack),Batteries,3,13,San Francisco,2,7.68
162582,2388,Flatscreen TV,Monitor,3,16,New York City,1,300
162583,2629,Apple Airpods Headphones,Headphone,3,20,Seattle,1,150
162584,1644,34in Ultrawide Monitor,Monitor,3,25,New York City,1,379.99
162586,2765,USB-C Charging Cable,Charging Cable,3,20,Austin,1,11.95
162587,4616,LG Washing Machine,Washing Machine,3,20,San Francisco,1,600
162588,3486,AAA Batteries (4-pack),Batteries,3,29,Austin,1,2.99
162589,2263,AA Batteries (4-pack),Batteries,3,23,Boston,2,7.68
162590,1249,27in FHD Monitor,Monitor,3,15,Boston,1,149.99
162591,2765,USB-C Charging Cable,Charging Cable,3,30,Portland,1,11.95
162593,1358,Bose SoundSport Headphones,Headphone,3,24,San Francisco,1,99.99
162596,4507,Wired Headphones,Headphone,3,27,Atlanta,1,11.99
162597,1644,34in Ultrawide Monitor,Monitor,3,14,Portland,1,379.99
